menu_provider_key,menu_provider_label,provider_key,fornitore,commodity,tipo_prezzo,nome_offerta,codice_offerta,data_inizio,data_fine,prezzo_calcolo,quota_fissa_calcolo,azione,motivi,url_offerta,fonte,score
"illum","Illumia","illum","Illumia","luce","fisso","Over 50 Super Tenace 36","000155ESFFL03XXZZ04000Z260611E03","11/06/2026_00:00:00","10/07/2026_23:59:59","","168","scartata","non utilizzabile direttamente","https://www.illumia.it/casa/luce/offerte-illumia-generalizzate/?p=null","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.832"
"illum","Illumia","illum","Illumia","luce","fisso","Over 50 Super Tenace 36","000155ESFML03XXZZ04000Z260611E01","11/06/2026_00:00:00","10/07/2026_23:59:59","","168","scartata","non utilizzabile direttamente","https://www.illumia.it/casa/luce/offerte-illumia-generalizzate/?p=null","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.832"
"illum","Illumia","illum","Illumia","luce","fisso","Prezzo Garantito Luce 36","000155ESFFL03XXZZ05056Z260611E03","11/06/2026_00:00:00","10/07/2026_23:59:59","","120","scartata","non utilizzabile direttamente","https://www.illumia.it/casa/luce/offerte-illumia-generalizzate/?p=null","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.880"
"illum","Illumia","illum","Illumia","luce","fisso","Prezzo Garantito Luce 36","000155ESFFL04XXZZ03954Z260611E03","11/06/2026_00:00:00","10/07/2026_23:59:59","","120","scartata","non utilizzabile direttamente","https://www.illumia.it/casa/luce/offerte-illumia-generalizzate/?p=null","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.880"
"illum","Illumia","illum","Illumia","luce","fisso","Prezzo Garantito Luce 36","000155ESFML03XXZZ05056Z260611E01","11/06/2026_00:00:00","10/07/2026_23:59:59","0.140998","120","pronta_fisso","prezzo fisso domestico leggibile","https://www.illumia.it/casa/luce/offerte-illumia-generalizzate/?p=null","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.866"
"illum","Illumia","illum","Illumia","luce","fisso","Prezzo Garantito Luce 36","000155ESFML04XXZZ03954Z260611E01","11/06/2026_00:00:00","10/07/2026_23:59:59","0.140998","120","scartata","non utilizzabile direttamente","https://www.illumia.it/casa/luce/offerte-illumia-generalizzate/?p=null","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.866"
"illum","Illumia","illum","Illumia","luce","variabile","Under Autentico","000155ESVFL15XXZZ03545Z260611E03","11/06/2026_00:00:00","10/07/2026_23:59:59","","168","scartata","non utilizzabile direttamente","https://www.illumia.it/casa/luce/offerte-illumia-generalizzate/?p=null","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.832"
"illum","Illumia","illum","Illumia","luce","variabile","Under Autentico","000155ESVML15XXZZ03545Z260611E01","11/06/2026_00:00:00","10/07/2026_23:59:59","","168","scartata","non utilizzabile direttamente","https://www.illumia.it/casa/luce/offerte-illumia-generalizzate/?p=null","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.832"
"illum","Illumia","illum","Illumia","luce","fisso","Under Super Tenace 36","000155ESFFL04XXZZ03780Z260611E03","11/06/2026_00:00:00","10/07/2026_23:59:59","","168","scartata","non utilizzabile direttamente","https://www.illumia.it/casa/luce/offerte-illumia-generalizzate/?p=null","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.832"
"illum","Illumia","illum","Illumia","luce","fisso","Under Super Tenace 36","000155ESFML04XXZZ03780Z260611E01","11/06/2026_00:00:00","10/07/2026_23:59:59","","168","scartata","non utilizzabile direttamente","https://www.illumia.it/casa/luce/offerte-illumia-generalizzate/?p=null","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.832"
"illum","Illumia","illum","Illumia","luce","fisso","Under Tenace 12","000155ESFFL02XXZZ05991Z260611E03","11/06/2026_00:00:00","10/07/2026_23:59:59","","168","scartata","non utilizzabile direttamente","https://www.illumia.it/casa/luce/offerte-illumia-generalizzate/?p=null","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.832"
"illum","Illumia","illum","Illumia","luce","fisso","Under Tenace 12","000155ESFML02XXZZ05991Z260611E01","11/06/2026_00:00:00","10/07/2026_23:59:59","","168","scartata","non utilizzabile direttamente","https://www.illumia.it/casa/luce/offerte-illumia-generalizzate/?p=null","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.832"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","variabile","IREN 10 PER TRE GAS VARIABILE PSV 2023","000208GSVML19XX000IGDODPTQ260913","11/06/2026_00:00:00","13/09/2026_23:59:59","0.23","156","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.irenlucegas.it/casa/offerte-gas/iren-10x3-gas","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.821"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","fisso","IREN 36 FISSO GAS SUMMER EDITION","000208GSFML02XX000IGDOMLSE260702","12/06/2026_00:00:00","02/07/2026_23:59:59","0.43","144","pronta_fisso","prezzo fisso domestico leggibile","https://www.irenlucegas.it/casa/offerte-gas/iren-36-gas","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.813"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","variabile","IREN GAS FACILE FLEX TOP","000208GSVML03XX00IGDOIFLET260913","11/06/2026_00:00:00","13/09/2026_23:59:59","0.15","144","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/altre-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.841"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","fisso","Iren GasStabile Condominio","000208GSFML09XX000IGAUSCON260702","13/06/2026_00:00:00","02/07/2026_23:59:59","0.683","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.irenlucegas.it/business/offerte-luce-gas-condomini/iren-gas-stabile-condominio","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.752"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","variabile","IREN LARGE GAS VARIABILE PSV","000208GSVML18XX000IGDOILAP260913","11/06/2026_00:00:00","13/09/2026_23:59:59","0.163","114","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/iren-large","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.870"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","variabile","Iren OndaGas Condominio","000208GSVML31XX000IGAUOCON260913","11/06/2026_00:00:00","13/09/2026_23:59:59","0.18","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.irenlucegas.it/content/dam/iren/offerte-e-prodotti/business/luce-gas/condomini/iren-onda","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.802"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","variabile","Iren OndaGas Condominio Top","000208GSVML13XX000IGAUOCOT260913","11/06/2026_00:00:00","13/09/2026_23:59:59","0.135","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.irenlucegas.it/content/dam/iren/offerte-e-prodotti/business/luce-gas/condomini/iren-onda","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.807"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","fisso","IREN PREZZO FISSO EXTRA SMALL LUMINEA GAS","000208GSFML27XX000IGDOIXLF260702","12/06/2026_00:00:00","02/07/2026_23:59:59","0.505","156","pronta_fisso","prezzo fisso domestico leggibile","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/luminea-extra-small","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.793"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","fisso","IREN PREZZO FISSO ULTRA GAS","000208GSFML28XX000IGDOIULF260702","12/06/2026_00:00:00","02/07/2026_23:59:59","0.475","156","pronta_fisso","prezzo fisso domestico leggibile","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/luminea-ultra","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.796"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","fisso","IREN PRIMA SCELTA GAS","000208GSFML17XX00IGDOPRIMA260702","12/06/2026_00:00:00","02/07/2026_23:59:59","0.46","120","pronta_fisso","prezzo fisso domestico leggibile","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/altre-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.834"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","fisso","IREN PRONTO GAS FISSA","000208GSFML17XX000IGDOPRCS260702","12/06/2026_00:00:00","02/07/2026_23:59:59","0.47","144","pronta_fisso","prezzo fisso domestico leggibile","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/iren-pronto-fissa","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.809"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","fisso","IREN QUICK GAS WEB TOP","000208GSFML10XX000IGDOIGWT260702","12/06/2026_00:00:00","02/07/2026_23:59:59","0.5","144","pronta_fisso","prezzo fisso domestico leggibile","https://www.irenlucegas.it/casa/offerte-gas/iren-quick-gas-web","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.806"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","fisso","IREN REVOLUTION SPESE PROTETTE GAS PREZZO FISSO","000208GSFML21XX00IGDORSPGF260702","12/06/2026_00:00:00","02/07/2026_23:59:59","0.595","162","pronta_fisso","prezzo fisso domestico leggibile","https://www.irenlucegas.it/casa/offerte-gas/iren-prezzo-fisso-gas-revolution","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.778"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","variabile","IREN REVOLUTION SPESE PROTETTE GAS VARIABILE","000208GSVML08XX00IGDORSPGV260913","11/06/2026_00:00:00","13/09/2026_23:59:59","0.23","162","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/altre-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.815"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","variabile","IREN SMALL GAS VARIABILE PSV MENSILE","000208GSVML06XX000IGDOISMM260913","11/06/2026_00:00:00","13/09/2026_23:59:59","0.1","156","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/iren-small","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.834"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","variabile","IREN SOTTOCASA GAS VARIABILE NEW","000208GSVML03XX000IGDOSTTN260913","11/06/2026_00:00:00","13/09/2026_23:59:59","0.15","156","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/altre-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.829"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","fisso","IREN SOTTOCASA SPECIAL GAS","000208GSFML18XX000IGDOSTSP260702","12/06/2026_00:00:00","02/07/2026_23:59:59","0.48","156","pronta_fisso","prezzo fisso domestico leggibile","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/altre-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.796"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","variabile","IREN STAY GAS PREZZO VARIABILE CONNETTIVITA'","000208GSVML11XX00IGDOSTAYG260913","11/06/2026_00:00:00","13/09/2026_23:59:59","0.15","156","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/iren-stay-connettivita","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.829"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","variabile","IREN SUPERSCONTO 100 RCA GAS SELF VARIABILE","000208GSVML08XX000IGDOSRCS260913","11/06/2026_00:00:00","13/09/2026_23:59:59","0.163","120","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.irenlucegas.it/p/polizza-auto-moto-e-furgone-P27.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.864"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","fisso","Iren Tua Azienda Gas Fisso","000208GSFML11XX000IGAUOTAF260702","13/06/2026_00:00:00","02/07/2026_23:59:59","0.566","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.irenlucegas.it/business/offerte-luce-gas-pmi/iren-tua-azienda-gas-fisso","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.763"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","variabile","Iren Tua Azienda Gas Variabile","000208GSVML04XX000IGAUOTAV260913","19/06/2026_14:00:00","13/09/2026_23:59:59","0.14","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.irenlucegas.it/business/offerte-luce-gas-pmi/iren-tua-azienda-gas-variabile","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.806"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","variabile","IREN UNIVERSO GAS VARIABILE PSV","000208GSVML19XXX000IGDOIUN260913","11/06/2026_00:00:00","13/09/2026_23:59:59","0.163","156","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/luminea-universo","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.828"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","variabile","SEV FULL ENERGY GAS Special Edition","001060GSVML23XX000SGDOFGSE260710","12/06/2026_10:00:00","10/07/2026_23:59:59","0.15","144","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.seviren.it/full-energy-gas-special-edition/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.841"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","variabile","SEV GAS SICURO","001060GSVML46XX000SGAUGSP1260710","12/06/2026_10:00:00","10/07/2026_23:59:59","0.15","300","scartata","non utilizzabile direttamente","https://www.seviren.it/gas-sicuro/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.685"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","variabile","SEV IREN LARGE GAS","001060GSVML46XX000SGDOSLGP260710","12/06/2026_09:20:00","10/07/2026_23:59:59","0.15","169","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.seviren.it/smart-kit-l/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.816"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","variabile","SEV IREN SMALL GAS","001060GSVML46XX000SGDOSSGP260710","12/06/2026_09:25:00","10/07/2026_23:59:59","0.15","144","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.seviren.it/sev-multiservizi-casa/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.841"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","gas","variabile","SEV SUMMER GAS","001060GSVML01XX000SGDOSGGS260710","06/06/2026_01:00:00","10/07/2026_23:59:59","0","119","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.seviren.it/altre-offerte/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.881"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","variabile","IREN 10 PER TRE LUCE VARIABILE","000208ESVML04XX000IEDODPQT260913","10/06/2026_00:00:00","13/09/2026_23:59:59","0.0332","159","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.irenlucegas.it/casa/offerte-luce/iren-10x3-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.838"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","fisso","IREN 36 FISSO LUCE SUMMER EDITION","000208ESFML02XX000IEDOMLSE260702","12/06/2026_00:00:00","02/07/2026_23:59:59","0.1012","147","pronta_fisso","prezzo fisso domestico leggibile","https://www.irenlucegas.it/casa/offerte-luce/iren-36-luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.843"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","fisso","IREN DAY PREZZO FISSO LUCE","000208ESFFL10XX00IEDOPFDAY260702","12/06/2026_00:00:00","02/07/2026_23:59:59","","147","scartata","non utilizzabile direttamente","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/altre-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.853"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","variabile","IREN EXTRA SMALL LUCE VARIABILE","000208ESVML04XX000IEDOIEVS260913","10/06/2026_00:00:00","13/09/2026_23:59:59","0.0286","129","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/iren-extra-small","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.868"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","variabile","IREN LARGE LUCE VARIABILE","000208ESVML04XX000IEDOILVL260913","10/06/2026_00:00:00","13/09/2026_23:59:59","0.0286","117","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/iren-large","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.880"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","fisso","Iren LuceStabile Condominio","000208ESFFL11XX000IEAUSCON260702","13/06/2026_00:00:00","02/07/2026_23:59:59","","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.irenlucegas.it/business/offerte-luce-gas-condomini/iren-luce-stabile-condominio","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.820"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","variabile","Iren OndaLuce Condominio","000208ESVFL23XX000IEAUOCON260913","11/06/2026_00:00:00","13/09/2026_23:59:59","0.0286","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.irenlucegas.it/content/dam/iren/offerte-e-prodotti/business/luce-gas/condomini/iren-onda","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.817"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","variabile","Iren OndaLuce Condominio Top","000208ESVOL04XX000IEAUOCTT260913","11/06/2026_00:00:00","13/09/2026_23:59:59","0.0242","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.irenlucegas.it/content/dam/iren/offerte-e-prodotti/business/luce-gas/condomini/iren-onda","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.818"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","fisso","IREN PREZZO FISSO EXTRA SMALL LUMINEA LUCE","000208ESFML08XX000IEDOIXFL260702","12/06/2026_00:00:00","02/07/2026_23:59:59","0.1487","159","pronta_fisso","prezzo fisso domestico leggibile","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/luminea-extra-small","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.826"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","fisso","IREN PREZZO FISSO ULTRA LUCE","000208ESFML09XX000IEDOIUFL260702","12/06/2026_00:00:00","02/07/2026_23:59:59","0.1432","159","pronta_fisso","prezzo fisso domestico leggibile","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/luminea-ultra","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.827"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","fisso","IREN PRIMA SCELTA LUCE FISSA","000208ESFML12XX00IEDOPRIMF260702","12/06/2026_00:00:00","02/07/2026_23:59:59","0.11","123","pronta_fisso","prezzo fisso domestico leggibile","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/altre-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.866"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","fisso","IREN PRONTO FISSA LUCE","000208ESFML13XX000IEDOPRSC260702","12/06/2026_00:00:00","02/07/2026_23:59:59","0.121","147","pronta_fisso","prezzo fisso domestico leggibile","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/altre-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.841"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","fisso","IREN QUICK LUCE WEB TOP","000208ESFML10XX000IEDOENBT260702","12/06/2026_00:00:00","02/07/2026_23:59:59","0.1298","147","pronta_fisso","prezzo fisso domestico leggibile","https://www.irenlucegas.it/casa/offerte-luce/iren-quick-luce-web","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.840"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","fisso","IREN REVOLUTION SALUTE PREZZO FISSO LUCE","000208ESFML13XX00IEDORSLFP260702","12/06/2026_00:00:00","02/07/2026_23:59:59","0.1623","165","pronta_fisso","prezzo fisso domestico leggibile","https://www.irenlucegas.it/casa/offerte-luce/iren-prezzo-fisso-luce-verde","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.819"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","variabile","IREN REVOLUTION SALUTE VARIABILE LUCE","000208ESVML04XX000IEDORSVL260913","11/06/2026_00:00:00","13/09/2026_23:59:59","0.0332","165","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/altre-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.832"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","variabile","IREN SMALL LUCE VARIABILE","000208ESVML05XX000IEDOISVM260913","10/06/2026_00:00:00","13/09/2026_23:59:59","0.0165","159","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/iren-small","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.839"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","fisso","IREN SOTTOCASA LUCE SPECIAL","000208ESFML13XX000IEDOSTPS260702","12/06/2026_12:00:00","02/07/2026_23:59:59","0.122","159","pronta_fisso","prezzo fisso domestico leggibile","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/altre-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.829"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","variabile","IREN SOTTOCASA LUCE VARIABILE NEW","000208ESVML03XX000IEDOSTCN260913","12/06/2026_12:00:00","13/09/2026_23:59:59","0.022","159","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/altre-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.839"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","fisso","IREN STAY LUCE PREZZO FISSO CONNETTIVITA'","000208ESFML09XX000IEDOICNO260702","12/06/2026_00:00:00","02/07/2026_23:59:59","0.13","159","pronta_fisso","prezzo fisso domestico leggibile","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/iren-stay-connettivita","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.828"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","fisso","IREN STAY TECH LUCE PREZZO FISSO","000208ESFML07XX000IEDOITCE260702","12/06/2026_00:00:00","02/07/2026_23:59:59","0.1362","159","pronta_fisso","prezzo fisso domestico leggibile","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/iren-stay-tech","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.827"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","variabile","IREN SUPERSCONTO 100 RCA LUCE SELF","000208ESVML04XX000IEDOSRSC260913","10/06/2026_00:00:00","13/09/2026_23:59:59","0.0286","123","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.irenlucegas.it/p/polizza-auto-moto-e-furgone-P27.html","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.874"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","fisso","Iren Tua Azienda Luce Fisso","000208ESFFL12XX000IEAUSTAF260702","13/06/2026_00:00:00","02/07/2026_23:59:59","","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.irenlucegas.it/business/offerte-luce-gas-pmi/iren-tua-azienda-luce-fisso","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.820"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","variabile","Iren Tua Azienda Luce Variabile","000208ESVFL04XX000IEAUOTAV260913","11/06/2026_00:00:00","13/09/2026_23:59:59","0.0198","180","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.irenlucegas.it/business/offerte-luce-gas-pmi/iren-tua-azienda-luce-variabile","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.818"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","variabile","IREN UNIVERSO LUCE VARIABILE","000208ESVML04XX000IEDOIUIN260913","11/06/2026_00:00:00","13/09/2026_23:59:59","0.0286","135","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.irenlucegas.it/casa/pacchetti-offerte-luce-e-gas/luminea-universo","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.862"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","variabile","SEV IREN REVOLUTION SALUTE LUCE VARIABILE","001060ESVFL10XX000SEDORSLV260710","12/06/2026_09:40:00","10/07/2026_23:59:59","0.0275","162","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.seviren.it/sev-revolution-salute-luce-variabile/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.835"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","variabile","SEV IREN SMALL LUCE","001060ESVFL48XX000SEDOISMP260710","12/06/2026_09:35:00","10/07/2026_23:59:59","0.0275","144","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.seviren.it/sev-multiservizi-casa/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.853"
"iren","Iren Luce e Gas","iren","Iren Luce e Gas","luce","variabile","SEV SUMMER LUCE","001060ESVFL01XX000SEDOLSSL260710","06/06/2026_01:55:00","10/07/2026_23:59:59","0","119","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.seviren.it/altre-offerte/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.881"
